Tanggal,Harga Rata-rata/kg ,Temperatur minimum (°C),Temperatur maksimum(°C),Temperatur rata-rata(°C),Kelembapan rata-rata(%),Curah hujan(mm),Lamanya penyinaran matahari(jam),Luas Tanam (Ha),Luas Panen (Ha),Produksi (Ton)
12-15-2024,4.857,24.2,32,26.5,91,29.5,0,"69.086,09",44.881,760.682
12-16-2024,4.857,23.2,30.6,26.5,90,56.3,1.1,"69.086,09",44.881,760.682
12-17-2024,4.857,23.9,31.7,26.2,90,5.6,0,"69.086,09",44.881,760.682
12-18-2024,4.857,24.1,31,26.9,89,36.3,2.4,"69.086,09",44.881,760.682
12-19-2024,4.857,23.8,33,28,82,1.8,4.7,"69.086,09",44.881,760.682
12-20-2024,4.857,24.9,32,27.1,88,0.6,8,"69.086,09",44.881,760.682
12-21-2024,4.857,23.6,32.6,27.4,87,4.6,5.7,"69.086,09",44.881,760.682
12-22-2024,4.857,25.2,33,27.9,84,8888,5.2,"69.086,09",44.881,760.682
12-23-2024,4.857,24.7,32.4,27.2,86,7.7,4.6,"69.086,09",44.881,760.682
12-24-2024,4.857,24.5,31.5,26.2,90,0.2,3.1,"69.086,09",44.881,760.682
12-25-2024,4.857,24,31,26.8,89,87.1,0.7,"69.086,09",44.881,760.682
12-26-2024,4.857,24,30,25.8,92,17.4,0.5,"69.086,09",44.881,760.682
12-27-2024,4.857,23,32.6,27.5,84,13.4,0.4,"69.086,09",44.881,760.682
12-28-2024,4.857,24.8,30.8,26.6,87,0,7.8,"69.086,09",44.881,760.682
12-29-2024,4.857,23.8,28,24.7,96,20.7,1.5,"69.086,09",44.881,760.682
12-30-2024,4.857,24,31.6,26.7,85,10.3,0,"69.086,09",44.881,760.682
12-31-2024,4.857,24.8,31,26.9,83,0.7,3.5,"69.086,09",44.881,760.682
